date,Wind_speed,Power,Nacelle_ambient_temperature,Generator_bearing_temperature,Gear_oil_temperature,Ambient_temperature,Rotor_Speed,Nacelle_temperature,Bearing_temperature,Generator_speed,Yaw_angle,Wind_direction,Wheel_hub_temperature,Gear_box_inlet_temperature,Failure_status
21-08-2021,21.92,3.5,40,93.12,55.24,-6.85,106.89,51.92,100,1640.92,32.67,36.62,-3.12,10,No_failure
26-01-2021,7.41,3.11,40,84.81,80.74,6.23,199.5,30,100,1436.29,60,118.96,-5.14,18.24,No_failure
06-02-2021,43.63,0.4,-56.88,40.07,125.79,2.09,29.01,10.17,49.9,581.91,113.98,-3.07,-72.4,27.95,Failure
11-01-2021,24.75,2.36,19.51,95.42,58.26,14.68,208.38,43.66,70,1398.33,60,3.51,41.09,14.34,No_failure
30-01-2021,18.3,2.63,40,85.66,59.56,16.99,208.77,41.09,100,1519.81,54.32,4.47,21.82,14.32,No_failure
21-03-2021,6.46,2.5,40,96.76,69.1,-20,111.6,40.03,100,1638.43,49.46,61.7,55.28,16.49,No_failure
09-11-2021,3.36,2.55,4.83,80.88,90,17.88,215.73,30,70,1800,22.21,0.48,61.56,13.27,No_failure
27-10-2021,1.37,10.93,65.01,120.47,117.97,64.22,411.98,91.34,147.48,2191.23,112.2,-117.18,116.99,104.9,Failure
28-09-2021,14.43,2.58,11.56,70.26,82.59,38.35,226.64,51.63,75.91,1492.99,45.89,68.57,18.87,10.43,No_failure
07-12-2021,18.59,2,28.97,94.76,54.53,33.55,120.02,30,100,1306.22,11.04,4.38,-40,14.34,No_failure
20-04-2021,8.89,3.19,35,92.55,64.72,4.92,50,35.64,70,1465.85,60,65.75,52.84,17.48,No_failure
03-03-2021,28.25,3.03,40,77.79,69.72,-20,124.08,48.11,100,1402.94,60,82.81,44.39,20,No_failure
13-07-2021,14.38,2,40,85.94,67.84,12,171.91,49.74,70,1232.48,11.64,36.79,80,16.5,No_failure
02-07-2021,25.42,2.69,40,81.88,70.46,8.42,265.73,53.05,70,1552.14,2.9,55.41,73.75,14.94,No_failure
01-06-2021,44.95,0.98,-44.25,67.86,129.31,-8.92,15.72,-17.49,39.68,331.41,143.7,-302.15,-57.1,27.12,Failure
02-11-2021,1.57,5.99,66.54,123.95,127.53,72.66,386.47,97.33,145.89,2366.14,73.79,159.58,96.67,103.26,Failure
04-10-2021,0.16,11.74,14.77,120.01,121.43,82.69,368.84,89.22,128.93,2451.95,170.79,-93.6,109.35,93.07,Failure
07-05-2021,11.96,2.94,40,80.83,50,20.1,108.55,30,70,1479.19,24.07,60.94,-10.57,15.61,No_failure
29-05-2021,24.82,2.84,40,70.06,59.05,4.44,112.37,47.4,70,1322.03,3.28,17.13,63.2,15.13,No_failure
27-06-2021,44.64,0.79,-40.31,55.35,109.52,-5.12,39.4,-8.86,44.8,663.7,99.44,112.45,-72.97,20.35,Failure
01-08-2021,7.12,2.89,5.66,92.85,82.12,28.2,271.63,32.61,100,1238.16,60,2.59,-3.9,16.86,No_failure
16-08-2021,3.96,2.61,7.15,86.91,60.64,3.83,139.4,48.68,100,1158.44,60,70.04,24.46,13.89,No_failure
14-11-2021,1.81,11.19,38.22,140.6,127.64,64.36,441.82,76.68,130.5,2464.23,90.09,203.1,107.49,102.67,Failure
16-03-2021,12.74,,6.96,79.43,81.25,-3.57,132.55,47.08,100,1385.22,11.55,63.49,80,17.7,No_failure
20-04-2021,11.78,2.84,13,89.44,71.12,4.07,91.16,41.09,100,1242.45,37.72,55.68,44.17,11.38,No_failure
24-05-2021,13.14,2.95,32.45,84.4,60.62,36.56,130.43,47.61,100,1260.01,1.83,3.96,-8.23,12.98,No_failure
11-08-2021,22.68,2.83,7.48,75.51,60.61,8.72,210.8,44.84,100,1484.14,14.42,42.01,8.32,15.27,No_failure
21-05-2021,16.44,2.78,2.89,70.56,50,30.89,172.7,54.49,100,1000,9.8,12.13,19.39,15.69,No_failure
10-11-2021,6.24,3.23,40,76.29,73.87,10.68,160.81,52.59,90.14,1403.23,43.63,0.13,2.71,16.42,No_failure
04-08-2021,14.99,2.63,7.75,80.16,64.07,-20,110.59,40.15,100,1624.61,23.59,30.91,42.23,15.71,No_failure
05-06-2021,17.38,2.23,14.38,79.7,73.21,22.93,181.11,39.56,70,1422.06,47.89,24.21,-3.11,14.73,No_failure
18-10-2021,3,2.53,32.28,88.65,90,-9.5,300,60,70,1370.13,60,30.65,-9.26,15.49,No_failure
19-02-2021,9.91,2.46,36.52,80.7,71.32,-16.43,143.85,54.19,70,1295.43,39.6,24.63,22.86,16.55,No_failure
19-01-2021,16.9,3.04,38.09,77.07,62.16,-14.16,195.74,35.79,100,1343.03,4.28,53.72,-39.59,13.93,No_failure
28-11-2021,22.89,3.01,40,78.73,81.67,28.93,283.12,32.98,70,1354.74,21.98,43.81,49.6,13.45,No_failure
14-05-2021,42.83,0.68,-57.31,28.64,129.81,-10.9,25.7,7.31,30.44,324.43,80.58,169.65,-77.76,27.52,Failure
25-02-2021,12.41,3.5,21.09,94.03,69.67,9.89,213.87,45.54,100,1478.16,60,10.19,25.25,11.15,No_failure
12-09-2021,20.11,3.33,40,73.02,66.58,24.56,89.47,53.34,70,1553.84,39.82,43.53,80,12.72,No_failure
15-06-2021,7.47,2.11,18.89,73.61,74.4,-11.24,179.99,57.2,70,1446.91,19.93,15.11,5.11,15.43,No_failure
28-02-2021,41.06,0.79,-41.58,40.14,100,-4.48,30.75,-11.52,27.77,671.19,154.58,-96.63,-86.85,23.14,Failure
25-10-2021,9.07,3.3,5.42,94.16,55.96,19.31,127.8,42.38,70,1740.46,32.83,55.98,24.83,19.22,No_failure
24-02-2021,6.93,3.46,11.89,76.6,50,-20,50,48.91,70,1400.11,5.63,3.35,41.15,14.28,No_failure
24-10-2021,0.92,8.14,168.6,135.95,111.17,60.87,432.44,96.99,133.96,2104.14,129.25,-70.44,106.74,109.29,Failure
21-01-2021,8.9,2.64,2.13,78.44,90,7.25,217.53,52.18,100,1396.9,60,130.54,-24.49,17.07,No_failure
07-08-2021,19.89,2.86,30.07,95.6,84.57,-20,201.59,31.97,70,1399.55,1.96,19.01,1.51,15.99,No_failure
08-07-2021,16.42,,40,79.58,80.24,25.25,208.06,40.81,70,1644.19,60,6.54,57.01,12.5,No_failure
21-11-2021,18.63,3.38,39.79,75.61,57.45,-1.29,101.33,46.84,70,1736.79,14.28,37.44,-21.7,11.64,No_failure
22-11-2021,20.76,2.19,40,71.73,77.27,2.53,266.51,40.17,70,1380.76,13.04,49.31,17.56,16.99,No_failure
01-03-2021,24.73,2.04,40,97,59.44,11.57,187.97,32.44,100,1792.93,60,127.22,68.76,17,No_failure
01-05-2021,19.31,3.04,29.7,72.23,78.19,-0.85,170.51,35.82,100,1392.34,60,95.02,28.41,13.09,No_failure
14-07-2021,5.39,2.9,40,72.97,63.93,-3.16,173.42,37.72,100,1055.26,13.48,29.86,0.79,10,No_failure
08-05-2021,17.67,3.27,24.09,70.64,65.48,-18.67,215.42,42.54,70,1306.77,2.09,24.78,-9.57,14.82,No_failure
10-12-2021,0.18,10.48,171.4,126.23,107.83,78.28,353.92,79.32,148.9,2258.85,127.77,-11.56,97.75,110.29,Failure
08-12-2021,5.41,2.45,40,80.85,78.34,-0.27,200.91,54.07,100,1530.19,60,46.77,30.75,14.59,No_failure
24-08-2021,0.83,7.78,74.09,124.82,107.42,80.24,370.31,80.43,146.3,2160.61,164.81,290.44,96.6,73.95,Failure
14-12-2021,3,2.82,40,74.48,69.28,-19.44,173.72,43.85,100,1193.68,15.07,3.43,-23.2,18.34,No_failure
08-03-2021,42.41,0.86,-49.89,28.73,120.73,4.66,1.32,-18.44,13.37,359.18,161.17,-271.74,-60.56,26.21,Failure
20-01-2021,16.44,3.5,5.02,76.08,68.89,15.17,95.03,54.32,70,1305.72,2.53,71.43,-11.07,18.79,No_failure
17-05-2021,11.91,3.29,24.13,90.09,83.56,17.65,180.6,47.92,70,1438.99,20.12,26.98,-4.73,15.19,No_failure
28-04-2021,20.35,2.69,6.53,76.17,90,8.29,233.19,51.63,70,1800,60,5.82,80,10,No_failure
30-10-2021,30,2,1.47,88.22,72.29,-20,200.55,32.19,70,1800,1.8,5.64,64.07,14.4,No_failure
16-12-2021,16.68,2.58,27.42,79.4,62.64,-20,300,50.28,70,1770.88,60,116.36,-7.4,12.7,No_failure
25-05-2021,9.83,3.22,6.24,96.18,64.45,26.78,299.11,54.41,84.37,1363.61,3.23,27.94,20.17,12.15,No_failure
12-07-2021,21.59,2.56,15.06,83.61,80.81,-15.8,133.9,38.47,100,1624.17,60,20.22,-22.72,16.02,No_failure
10-05-2021,14.23,3.02,8.67,73.22,90,22.87,132.41,56.61,70,1286.57,14.52,50.96,19.1,14.23,No_failure
30-05-2021,15.34,2.5,3.77,90.14,53.34,18.52,148.19,54.61,70,1392.11,29.27,23.72,-10.21,18.03,No_failure
05-11-2021,22.67,3.08,20.67,86.72,64.76,15.52,151.13,33.39,100,1800,60,13.67,4.31,13.67,No_failure
17-08-2021,1.19,8.67,66.79,132.21,100.04,79.5,362.65,98.12,134.99,2392.32,93.89,128.77,96.66,109.85,Failure
23-07-2021,11.77,3.08,13.63,88.79,66.56,2.92,131.2,42.27,70,1570.44,6.34,22.46,8.81,13.71,No_failure
03-03-2021,13.58,3,7.97,74.6,66.08,31.68,205.34,55.51,81.84,1203.41,9.1,38.25,28.34,14.5,No_failure
09-02-2021,41.28,0.59,-42.13,55.76,126.35,-10.74,39.23,15.05,32.27,721.7,95.2,-32.18,-88.03,22.87,Failure
22-08-2021,9.34,3.09,40,87.36,62.52,-0.33,247.16,46.63,97.72,1460.36,7.06,11.22,80,10.07,No_failure
23-08-2021,19.22,2.82,6.34,96.25,62.39,-2.26,291.4,54.3,70,1326.92,55.01,21.3,45.46,11.5,No_failure
04-07-2021,10.23,3.16,33.81,75.31,53.21,13.69,51.14,53.1,100,1276.91,60,35.13,-40,17.1,No_failure
13-09-2021,26.15,2.21,38.38,97.43,73.17,-3.28,79.66,50.22,100,1336.31,50.96,16.14,7.17,20,No_failure
24-04-2021,20.16,2.03,8.16,88.41,84.43,17.15,102.81,46.84,70,1667.51,28.59,3.9,55.81,14.7,No_failure
19-06-2021,3,3.35,40,90.47,78.99,-4.84,263.02,32.06,100,1375.16,42.12,0.94,-26.41,15.12,No_failure
24-06-2021,19.29,3.12,21.39,76.06,90,31.01,115.92,51.11,100,1269.1,52.59,19.09,13.42,11.77,No_failure
23-04-2021,25.48,2.7,18.22,76.66,80.84,4.12,112.31,33.77,70,1205.48,11.41,53.13,15.25,18.63,No_failure
06-05-2021,41.06,0.14,-54.89,57.07,125.59,-5.75,17.6,21.1,29.26,336.31,67.7,-160.12,-55.49,25.31,Failure
27-02-2021,42.3,0.06,-32.72,30.51,121.7,-17.52,5.77,8.67,24.49,328,85.09,231.76,-67.05,26.94,Failure
23-12-2021,28.37,,7.87,96.47,66.77,-20,166.47,45.54,100,1313.95,19.44,62.98,16.3,10.56,No_failure
07-12-2021,0.66,5.39,-14.71,134.1,105.36,66.75,394.9,91.34,133.7,2371.07,87.68,63.34,96.17,94.93,Failure
22-05-2021,39.32,0.23,-36.85,32.5,109.21,-15.55,35.76,-7.35,24.22,515.73,75.59,256.53,-75.63,21.91,Failure
02-11-2021,15.21,2.65,40,71.19,56.35,-2.82,131.47,35.68,90.51,1401.06,27.88,58.08,6.85,18.36,No_failure
27-04-2021,13.48,2.78,14.97,88.7,85.75,11.71,183.2,52.35,70,1447.97,15,18.73,53.32,16.07,No_failure
22-01-2021,12.08,2.93,40,76.77,71.38,-12.09,50,53.93,79.43,1117.68,35.31,14.19,14.97,13.32,No_failure
11-09-2021,7.08,3.21,10.77,96.89,65.03,10.57,190.27,48.81,72.19,1342.52,13.07,10.55,26.02,14.6,No_failure
20-07-2021,0.98,6.82,-36.79,141.98,125.54,76.46,375.92,71.08,118.58,2056.7,154.53,22.73,100.15,99.66,Failure
03-01-2021,11.8,2.04,4.4,74.58,63.55,-7.43,221.41,41.4,70,1658.73,48.57,15.35,-9.73,11.14,No_failure
30-04-2021,39.09,0.26,-51.47,17.39,108.41,1.32,16.96,11.92,11.92,716.07,142.7,105.54,-73.8,29.24,Failure
22-08-2021,9.48,2.83,24.34,98.27,62.88,-20,126.72,58.38,91.18,1422.28,60,104.44,-5.59,17.02,No_failure
20-11-2021,20.1,2.41,32.95,81.45,63.63,4.37,184.44,36.22,70,1000,11.65,7.51,-0.15,17.61,No_failure
26-12-2021,36.68,6.16,40,74.94,51.72,16.09,200.43,48.51,100,1178.53,20.69,44.33,58.45,20,No_failure
20-06-2021,17.8,3,25.67,77.34,61.97,11.01,192.22,54.72,100,1257.19,9.44,11.56,-5.08,19.96,No_failure
03-01-2021,19.65,3.1,4.48,99.02,60.57,-11.67,67.5,60,95.52,1000,11.77,4.45,61.12,18.29,No_failure
18-02-2021,16.7,2.55,3.91,96.79,50.21,32.1,107.18,30.19,85.17,1371.5,3.41,92.26,-40,15.6,No_failure
21-04-2021,14.93,3.03,10.2,90,50,-14.22,208.1,37.83,100,1579.07,,10.55,-39.64,20,No_failure
22-09-2021,3,2.16,10.9,81.64,63.6,-20,244.03,45.88,70,1385.25,32.02,45.67,36.53,11.21,No_failure
08-10-2021,20.74,2.45,1.05,87.81,56.07,-20,166.44,44.9,70,1490.19,60,40.52,35,15.93,No_failure
06-10-2021,12.8,3.04,8.75,80.23,73.97,-16.53,211.7,52.5,70,1250.35,39.46,40.67,-40,13,No_failure
28-06-2021,12.97,2.63,32.77,70.29,64.89,28.84,77.1,39.58,70,1581.4,9.63,56.48,-6.47,14.63,No_failure
12-02-2021,14.49,2.13,40,85.19,69.44,-2.02,199.56,37.39,93.41,1296.46,25.01,94.87,5.74,18.14,No_failure
29-08-2021,23.47,2.77,19.26,72.96,74.95,6.64,147.34,52.04,100,1667.84,12.74,32.01,75.12,17.45,No_failure
15-06-2021,12.93,2.61,40,80.15,71.34,-1.02,185.06,36.61,70,1477.28,27.06,249.58,80,15.23,No_failure
16-01-2021,38.4,0.65,-39.22,12.29,119.07,1.28,15.33,16.02,21.56,455.2,95.7,85.97,-86.85,23.02,Failure
17-03-2021,22.69,2.73,40,96.59,64.09,15.23,200.62,44.11,100,1494.08,60,4.37,-18.33,15.45,No_failure
23-10-2021,3,3.24,11.36,99.2,76.54,7.15,130.83,41.94,70,1262.69,60,22.29,25.41,14.41,No_failure
26-05-2021,20.91,3,8.19,98.82,77.53,10.66,195.46,50.6,70,1053.6,60,11.54,66.67,11.21,No_failure
02-08-2021,13.25,2.22,40,81.09,89.7,3.13,114.95,44.36,100,1719.24,27.35,5.36,47.03,14.94,No_failure
28-02-2021,25.94,,20.35,96.74,66.5,13.35,166.17,32.48,70,1555.48,60,11.73,-9.13,10.58,No_failure
22-07-2021,3.6,3.01,40,75.6,65.72,35.57,128.84,46.4,70,1237.76,29.42,4.74,32.3,12.36,No_failure
12-08-2021,20.12,2.89,22.2,76.13,72.98,20.24,300,41.61,100,1474.08,15.15,69.21,35.39,13.22,No_failure
21-09-2021,14.22,2.73,11.62,77.04,65.23,0.32,58.39,40.08,100,1278.05,23.46,30.25,22.54,11.18,No_failure
18-02-2021,14.27,2.61,10.73,87.63,79.46,-0.04,181.42,42.15,100,1181.28,28.26,110.35,-25.31,16.19,No_failure
24-02-2021,18.7,2.83,14.31,94.02,60.52,16.37,101.04,53.26,70,1539.85,42.76,5.2,30.94,17.23,No_failure
14-06-2021,17.01,2.3,6.89,89.17,62.82,5,197.09,42.78,70,1364,18.97,16.89,23.07,19.2,No_failure
09-10-2021,30,2.04,26.22,71.88,50,-20,50.44,30,100,1518.81,1.12,78.48,13.08,13.73,No_failure
19-11-2021,15.8,2.89,0.16,95.27,56.29,18.36,221.47,37.06,90.63,1692.74,60,4.81,17.87,19.02,No_failure
18-10-2021,0.71,5.3,24.98,127.97,109.48,70.05,360.78,96.92,112.33,2360.91,92.26,242.74,100.75,117.82,Failure
09-08-2021,16.13,2.58,40,98.04,69.47,11.75,248.77,32.69,70,1366.12,12.36,4.72,35.89,17.54,No_failure
22-05-2021,24.78,2.35,40,99.22,80.28,-1.99,228.62,48.56,100,1478.26,51.58,8.04,2.28,17.33,No_failure
28-03-2021,20.11,2.8,2.15,82.62,53.06,20.11,300,52.66,70,1646.98,20.81,42.13,28.29,12.68,No_failure
19-08-2021,7.27,3.22,40,96.39,51.78,-20,50,43.36,70,1469.26,8.69,114.43,14.36,16.81,No_failure
05-09-2021,0.28,11.99,131.76,143.28,119.41,66.67,429.21,73.59,113.68,2075.23,142.93,122.29,108.83,84.75,Failure
01-04-2021,15.73,3.39,26.09,88.88,65.93,0.44,191.88,59.68,70,1058.43,28.58,115.16,46.36,14.01,No_failure
01-08-2021,13.31,2.35,21.26,94.22,68.07,4.16,151.78,41.33,70,1402.36,3.94,11.73,2.76,17.7,No_failure
11-09-2021,20.93,3.36,24.14,71.69,64.71,37.6,194.63,38.29,70,1342.03,60,31.12,-2.07,18.37,No_failure
08-07-2021,0.71,10.9,86.37,122.47,109.68,79.16,350.14,72.26,117.89,2457.02,71.99,309.13,118.43,86.48,Failure
04-08-2021,14.52,2.7,24.47,71.07,66.01,26,76.13,56.63,100,1532.7,60,16.34,14.88,14.73,No_failure
17-09-2021,16.05,2.12,40,71.87,68.56,-1.25,188.65,31.75,76.71,1557.44,27.51,22.06,10.71,13.61,No_failure
06-07-2021,12.05,2.5,40,86.91,84.91,28.94,96.32,49.76,70,1800,1.43,12.15,-40,12.57,No_failure
01-11-2021,20.45,2.72,40,74.7,59,-7.52,117.1,40.32,70,1301.42,42.59,8.05,23.1,16.28,No_failure
30-11-2021,26.98,3.3,40,74.57,74.45,17.96,202.62,48.86,70,1657.62,25.2,40.26,7.75,19.92,No_failure
31-07-2021,27.45,2.57,23.28,72.97,75.34,-7.56,203.36,30,70,1295.18,18.67,95.08,43.63,15.87,No_failure
17-10-2021,13.4,3.5,36.4,92.14,68.1,17.45,233.95,60,100,1004.01,45.09,72.22,63.13,16.77,No_failure
14-04-2021,21.11,2.16,0.14,82.79,80.24,13.95,289.06,32.97,70,1584.16,27.38,2.31,15.05,14.69,No_failure
17-08-2021,26.34,2.13,40,76.47,66.82,28.71,164.33,54.08,70,1295.27,0.67,8.53,41.85,10,No_failure
27-11-2021,3,3.44,40,82.91,72.4,30.3,183.9,45.56,70,1800,9.36,16.36,33.86,20,No_failure
12-12-2021,17.03,2.25,40,90.88,79.2,10.76,58.44,45.04,70,1372.46,42.08,132.32,35.19,16.99,No_failure
15-08-2021,1.63,5.43,42.87,143.3,101.73,61.97,384.8,98.96,147.63,2148.36,95.85,218.49,97.38,97.19,Failure
30-08-2021,17.9,3.5,40,82.11,82.67,-3.27,134.63,36.23,100,1142.6,60,34.99,3.43,15.97,No_failure
11-06-2021,39.32,0.99,-45.69,14.25,107.77,-13.23,9.07,21.43,54.29,733.76,113.11,47.8,-76.1,28.87,Failure
03-10-2021,24.21,2.92,8.55,74.86,68.93,8.77,101.15,35.2,70,1208.43,2.44,45.78,-4.59,14.54,No_failure
29-06-2021,18.41,2.85,40,85.82,74.89,-7.47,70.06,47.98,100,1160.75,5.34,41.93,31.02,11.48,No_failure
14-04-2021,28.8,2.59,4.8,96.67,81.7,11.07,162.43,44.92,70,1498.23,13.83,35.06,-18,13.49,No_failure
02-04-2021,4.02,2.95,14.09,85.25,80.39,40,153.89,36.19,100,1584.64,23.55,9.66,6.3,13.38,No_failure
01-02-2021,11.48,2.39,40,72.73,55.59,14.68,226.98,34.41,70,1657.15,57.16,21.93,-12.36,18.36,No_failure
11-07-2021,10.28,2,2.02,87.8,90,-4.23,201.99,60,70,1419.07,39.87,37.83,-3.55,14.65,No_failure
27-04-2021,10.74,3.35,40,74.1,83.17,-7.32,100.53,60,100,1373.32,35.76,87.23,57.9,12.15,No_failure
03-04-2021,23.51,2.94,40,73.81,60.72,-20,276.45,60,70,1378.58,,49.21,10.25,13.15,No_failure
08-12-2021,5.98,2,40,80.12,73.8,-12.18,133.79,48.53,79.57,1210.58,43.21,47.69,74.7,14.59,No_failure
08-07-2021,15.29,2.72,4.07,80.28,83.21,6.31,160.43,51.34,70,1253.69,13.56,64.39,27.15,10,No_failure
29-03-2021,41.71,0.45,-57.38,10.25,126.19,-13.23,1.95,1.05,41.73,701.12,149.91,-10.02,-73.42,21.52,Failure
23-07-2021,0.14,9.41,174.3,123.99,120.75,75.52,394.29,85.54,123.13,2111.54,150.36,-16.63,101.8,80.04,Failure
27-04-2021,22.21,2.21,40,72.02,58.7,10.27,63.37,45.98,70,1189.12,1.13,127.4,62.37,18.81,No_failure
09-01-2021,10.15,3.5,40,79.65,87.07,17.54,173.84,50.67,70,1416.67,60,63.38,-21.11,15.07,No_failure
05-02-2021,38.59,0.9,-43.39,16.7,106.98,-15.26,25.11,-9.67,47.49,503.66,119.6,-83.52,-50.09,26.31,Failure
04-01-2021,5.88,2.45,24.58,85.19,63.8,-7.56,188.28,37.71,70,1642.06,28.61,18.62,80,20,No_failure
26-10-2021,14.4,2.57,40,83.16,50,1.94,230.32,43.72,70,1369.03,21.3,14.37,-7.35,16.54,No_failure
16-01-2021,17.87,2.81,11.55,98.01,66.38,10.93,125.56,30.96,100,1742.51,13.2,25.16,55.52,12.9,No_failure
16-10-2021,29.19,3.47,9.09,85.23,64.43,-18.37,101.69,47.51,70,1621.39,4.07,50.78,-18.99,15.73,No_failure
27-01-2021,16.89,2.65,10.48,99.78,71.44,9.11,103.47,47.24,70,1380.65,40.36,126.95,19.25,16.09,No_failure
18-03-2021,38.38,0.38,-55.53,58.03,104.84,-3.43,35.43,6.75,28.52,734.82,156.11,130.77,-56.57,24.78,Failure
08-02-2021,26.34,2,40,86.05,74.44,23.61,183.81,43.16,90.6,,12.83,80.24,72.13,20,No_failure
05-04-2021,19.04,2.88,3,76.33,54.17,35.8,281.5,32.82,70,1800,14.83,36.26,-4.64,15.55,No_failure
03-02-2021,11.73,3.5,40,85.95,64.14,30.59,227.56,51.94,70,1657.47,24.28,161.66,80,12.42,No_failure
28-08-2021,3,3.36,24.51,74.38,63.95,-4.51,161.32,46.5,70,1000,24.25,2.58,41.39,19,No_failure
03-06-2021,44.65,0.61,-59.55,31.75,125.18,-14.39,34.19,-4.67,32.65,779.68,103.4,-5.75,-70.33,28.71,Failure
02-01-2021,42.7,0.43,-45.78,51.8,117.94,-16.74,24.87,-17.8,35.87,498.4,175.12,90.92,-87.67,27.6,Failure
24-04-2021,14.2,2.5,24.58,97.46,61.3,-6.71,186,50.42,100,1455.99,42.54,1.66,80,19.63,No_failure
13-10-2021,3.83,2.1,29.5,86.4,57.32,16.77,149.42,44.35,70,1590.52,39.08,8.42,-11.13,15.43,No_failure
09-12-2021,6.98,2.29,40,72.91,69.57,-10.99,191.85,30.96,91.1,1113.04,11.2,22.57,-27.39,14.26,No_failure
16-11-2021,7.78,3.5,31.34,79.62,69.85,-7.12,156.49,34.07,91.95,1187.14,29.78,159.71,15.59,14.32,No_failure
16-10-2021,16.41,2.29,7.61,84.63,62.71,15.5,119.7,44.1,70,1261.72,60,14.26,63.15,11.76,No_failure
19-12-2021,8.5,2.35,40,81.52,80.32,2.02,131.04,43.56,70,1147.61,44.29,3.91,2.39,16,No_failure
05-05-2021,23.1,2.35,19.5,77.26,79.95,2.11,139.2,44.79,70,1200.88,60,36,55.39,13.19,No_failure
13-11-2021,19.64,2.09,34.91,85.76,61.77,20.83,177.14,48.09,70,1552.31,34.4,33.49,72.42,18.95,No_failure
28-11-2021,1.19,5.06,-114.01,136.7,111.57,68.82,354.03,92.88,142.73,2400.06,81.42,341.84,112.2,101.36,Failure
02-05-2021,8.51,2.74,40,76.82,63.32,2.48,235.21,49.28,70,1411.61,0.19,15.19,-5.67,13.51,No_failure
09-05-2021,41.52,0.84,-49.08,48.57,123.38,-15.03,10.57,-9.76,35.64,537.67,129.69,-119.21,-59.15,20.89,Failure
19-06-2021,17.91,2.66,15.46,96.31,77.38,40,201.25,43.49,100,1235.74,18.29,22.74,-1.62,13.89,No_failure
02-08-2021,21.62,2.59,40,73.96,71.6,12.83,287.86,44.45,100,1360.49,8.23,56.52,-15.74,14.8,No_failure
12-03-2021,22.7,2.38,37.48,78.52,55.64,9.63,92.42,33.59,70,1198.29,60,98.94,22.97,20,No_failure
22-09-2021,1.05,9.13,77.97,141.38,111.12,71.37,426.38,87.75,114.2,2063.7,80.13,384.09,102.64,76.62,Failure
24-10-2021,21.67,2.8,26.51,81,56.6,9.63,167.67,33.3,70,1591.23,31.19,51.03,8.72,13.82,No_failure
11-02-2021,19.85,3.19,0.42,91.25,70.35,10.7,280.27,47.87,70,,39.4,81.19,-23.78,12.68,No_failure
29-05-2021,39.3,0.84,-53.39,65.06,122.81,3.75,21.86,5.46,31.51,701.8,70.42,-64.97,-68.6,23.85,Failure
16-10-2021,0.48,8.66,86.08,140.56,125.28,68.12,389.8,88.77,146.44,2150.68,120.88,167.34,99.79,104.47,Failure
06-01-2021,27.72,3.03,40,89.61,68.58,10.56,184.44,60,100,1202.84,60,45.15,29.26,14.15,No_failure
10-05-2021,43.56,0.65,-52.37,30.56,109.64,-15.93,34.38,5.5,10.13,567.35,73.24,137.74,-59.44,29.46,Failure
03-09-2021,0.32,7.53,-100.25,139.01,115.26,60.69,358.64,81.26,112.42,2418.78,138.21,-120.53,111.6,109.71,Failure
07-04-2021,9.71,2.65,17.93,81.04,53.22,9.04,276.03,54.26,70,1423.38,10.76,5.58,45.02,14.69,No_failure
20-09-2021,8.93,2.31,12.08,78.52,86.15,-20,241.26,47.62,100,1487.94,18.14,6.04,21.03,17.75,No_failure
13-10-2021,20.37,2.17,40,85.97,68.2,18.23,265.46,42.4,70,1327.04,23.83,9.32,31.77,16.54,No_failure
27-11-2021,3,3.13,19.77,99.95,56.6,21.51,171.57,47.57,100,1421.29,6.18,37.05,19.63,15.91,No_failure
03-06-2021,18.78,2.92,10.67,97.3,70.3,-20,87.78,53.84,70,1539.96,55.98,25.01,43.88,19.26,No_failure
14-12-2021,10.6,3.1,40,85.07,72.25,20.76,127.93,52.03,100,1424.82,60,51.16,-40,10,No_failure
16-04-2021,25.43,3.09,2.03,71.42,52.66,-2.35,229.4,33.14,70,1194.77,6.63,91.38,14.92,16.61,No_failure
14-11-2021,19.72,3.26,0.73,93.23,74.31,1.81,272.94,42.54,100,1580.47,9.65,16.98,-7.26,16.2,No_failure
02-02-2021,8.88,2.65,40,86.92,50,26.07,300,30,70,1347.94,7.37,22.03,36.08,17.53,No_failure
17-12-2021,17.04,2,2.13,74.15,56.05,5.23,50,30,85.51,1736.02,8.49,22.48,42.45,15.43,No_failure
19-08-2021,16.42,3.06,40,93.42,77.63,10.05,153.59,48.84,100,1563.99,23.89,3.61,-12.6,15.58,No_failure
22-05-2021,16.04,2.74,0.32,93.89,55.89,-15.8,150.83,40.14,70,1431.99,2.59,83.76,14.39,10.75,No_failure
16-11-2021,3,3.5,35.33,99.49,69.36,7.42,206.09,35.19,88.45,1800,60,38.83,35.22,10.75,No_failure
10-04-2021,19.72,2.62,1.98,77.1,84.24,-6.43,223.75,50,70,1534.04,30.62,51.89,6.88,17.19,No_failure
05-12-2021,12.91,3.49,6.23,74,58.79,40,135.81,50.84,75.79,1776.33,33.9,1.36,5,12.43,No_failure
10-10-2021,1.41,5.2,109.57,130.24,121.07,64.36,440.23,72.85,113.15,2176.8,162.01,-40.81,98.43,119.48,Failure
21-03-2021,9.48,2.04,19.07,71.64,68.95,35.26,185.71,44.2,100,1800,47.27,21.79,21.15,13.16,No_failure
22-09-2021,1.66,8.68,68.76,125.63,115.19,75.03,426.3,77.9,112.53,2454.01,104,107.48,109.91,72.09,Failure
